House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status,,,
17,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FUF1,F 18 NORRIS CIR,17 NORRIS CIR,,,,
19,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FUCE,F 18 NORRIS CIR,19 NORRIS CIR,,,,
27,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FWWB,F 25 NORRIS CIR,27 NORRIS CIR,,,,
33,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,Not SAG Valid,F 53 NORRIS CIR,33 NORRIS CIR,,,,
35,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FUDE,F 53 NORRIS CIR,35 NORRIS CIR,,,,
37,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,Not SAG Valid,F 49 NORRIS CIR,37 NORRIS CIR,,,,
4,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FSM1,F 5903 17TH ST E,4 NORRIS CIR,,,,
40,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FTD9,F 48 NORRIS CIR,40 NORRIS CIR,,,,
43,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FSY5,F 3 NORRIS CIR,43 NORRIS CIR,,,,
54,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FTJ2,F 53 NORRIS CIR,54 NORRIS CIR,,,,
57,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FSLU,F 18 NORRIS CIR,57 NORRIS CIR,,,,
59,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FT3K,F 18 NORRIS CIR,59 NORRIS CIR,,,,
62,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FX7G,F 15 NORRIS CIR,62 NORRIS CIR,,,,
7,NORRIS CIR,COTTONDALE,35453,,,,,,,210402,000010FY5Q,F 8 NORRIS CIR,7 NORRIS CIR,,,,
1820,PRUDES MILL RD,COTTONDALE,35453,LOT,20,,,,,210402,000010FUX3,P 19N4 HIGHWAY 11 N,1820 PRUDES MILL RD LOT 20,,,,
5530,SKYLAND BLVD E,COTTONDALE,35453,,,,,,,210402,000010FWQU,P 12 HIGHWAY 11 N,5530 SKYLAND BLVD E,,,,
5720,SKYLAND BLVD E,COTTONDALE,35453,,,,,,,210402,000010FWN2,P 12 HIGHWAY 11 N,5720 SKYLAND BLVD E,,,,
5730,SKYLAND BLVD E,COTTONDALE,35453,,,,,,,210402,000010FT5C,P 12 HIGHWAY 11 N,5730 SKYLAND BLVD E,,,,
1900,TUSK AV,COTTONDALE,35453,,,,,,,210402,00010EWR9B,F 1903.1 TUSK AV,1900 TUSK AV,,,,
1903,TUSK AV,COTTONDALE,35453,,,,,,,210402,00010EWR5R,F 1903.1 TUSK AV,1903 TUSK AV,,,,
1911,TUSK AV,COTTONDALE,35453,,,,,,,210402,00010EWRBZ,F 1903.1 TUSK AV,1911 TUSK AV,,,,
1912,TUSK AV,COTTONDALE,35453,,,,,,,210402,00010EWR9C,F 1903.1 TUSK AV,1912 TUSK AV,,,,
1918,TUSK AV,COTTONDALE,35453,,,,,,,210402,00010EWR5O,F 1903.1 TUSK AV,1918 TUSK AV,,,,
1921,TUSK AV,COTTONDALE,35453,,,,,,,210402,00010EWRBY,F 1903.1 TUSK AV,1921 TUSK AV,,,,
5010,UNIVERSITY BLVD E,COTTONDALE,35453,UNIT,MH E10,,,,,210402,000010FY5R,MH E10 UNIVERSITY BLVD E,5010 UNIVERSITY BLVD E UNIT MH E10,,,,INVALID ADRRES
5603,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FSKY,P 12 HIGHWAY 11 N,5603 UNIVERSITY BLVD E,,,,VL
5610,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FU07,PED 9 HIGHWAY 11 N,5610 UNIVERSITY BLVD E,,,,
5617,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FTB5,PED 9 HIGHWAY 11 N,5617 UNIVERSITY BLVD E,,,,
5624,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FSWN,P 10N2 HIGHWAY 11 N,5624 UNIVERSITY BLVD E,,,,
5626,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FW9K,P 10N2 HIGHWAY 11 N,5626 UNIVERSITY BLVD E,,,,
5628,UNIVERSITY BLVD E,COTTONDALE,35453,UNIT,3,,,,,210402,000010FXV1,P 10N2 HIGHWAY 11 N,5628 UNIVERSITY BLVD E UNIT 3,,,,
5628,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FVR8,P 10N2 HIGHWAY 11 N,5628 UNIVERSITY BLVD E,,,,
5632,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FT1W,P 10N2 HIGHWAY 11 N,5632 UNIVERSITY BLVD E,,,,
5636,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FRYZ,P 10N2 HIGHWAY 11 N,5636 UNIVERSITY BLVD E,,,,
5710,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FW01,S 5720 UNIVERSITY BLVD E,5710 UNIVERSITY BLVD E,,,,
5715,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FSB3,P 12 HIGHWAY 11 N,5715 UNIVERSITY BLVD E,,,,
5720,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FSL2,S 5720 UNIVERSITY BLVD E,5720 UNIVERSITY BLVD E,,,,
5731,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FTVY,P 12 HIGHWAY 11 N,5731 UNIVERSITY BLVD E,,,,THE SAME 5715
5745,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FSBJ,P 12 HIGHWAY 11 N,5745 UNIVERSITY BLVD E,,,,
5750,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FSJU,F 2 NORRIS CIR EST,5750 UNIVERSITY BLVD E,Y,,,
5900,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FUW1,R 5912 UNIVERSITY BLVD E,5900 UNIVERSITY BLVD E,,,,
5950,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FSIG,F 5950 UNIVERSITY BLVD E,5950 UNIVERSITY BLVD E,,,,
6008,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FWNH,P 19N4W2S2 HIGHWAY 11 N,6008 UNIVERSITY BLVD E,,,,
6029,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FSED,P 17 HIGHWAY 11 N,6029 UNIVERSITY BLVD E,,,,OUT DA
6102,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FY67,P 12 HIGHWAY 11 N,6102 UNIVERSITY BLVD E,,,,
6130,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FU1B,P 19N2 HIGHWAY 11 N,6130 UNIVERSITY BLVD E,,,,
6201,UNIVERSITY BLVD E,COTTONDALE,35453,UNIT,8,,,,,210402,000010FT5A,P 19 HIGHWAY 11 N,6201 UNIVERSITY BLVD E UNIT 8,,,,OUT D.A
6201,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FVCB,P 19 HIGHWAY 11 N,6201 UNIVERSITY BLVD E,,,,OUT D.A
6210,UNIVERSITY BLVD E,COTTONDALE,35453,RM,TELCO,FLR,1,,,210402,000010FWME,P 19N2 HIGHWAY 11 N,6210 UNIVERSITY BLVD E RM TELCO FLR 1,,,,
6210,UNIVERSITY BLVD E,COTTONDALE,35453,RM,TELCO RM,FLR,1,,,210402,00010C3T3H,P 19N2 HIGHWAY 11 N,6210 UNIVERSITY BLVD E RM TELCO RM FLR 1,,,,
6210,UNIVERSITY BLVD E,COTTONDALE,35453,,,,,,,210402,000010FY20,P 19N2 HIGHWAY 11 N,6210 UNIVERSITY BLVD E,,,,
6219,UNIVERSITY BLVD E,COTTONDALE,35453,LOT,13,,,,,210402,000010FW6J,P 19 HIGHWAY 11 N,6219 UNIVERSITY BLVD E LOT 13,,,,OUT DA
6219,UNIVERSITY BLVD E,COTTONDALE,35453,LOT,19,,,,,210402,000010FXKX,P 19 HIGHWAY 11 N,6219 UNIVERSITY BLVD E LOT 19,,,,OUT DA
6219,UNIVERSITY BLVD E,COTTONDALE,35453,APT,30,,,,,210402,000010FRHT,P 19 HIGHWAY 11 N,6219 UNIVERSITY BLVD E APT 30,,,,OUT DA
6219,UNIVERSITY BLVD E,COTTONDALE,35453,LOT,39,,,,,210402,000010FRYB,P 19 HIGHWAY 11 N,6219 UNIVERSITY BLVD E LOT 39,,,,OUT DA
6219,UNIVERSITY BLVD E,COTTONDALE,35453,LOT,5,,,,,210402,000117OA52,P 19 HIGHWAY 11 N,6219 UNIVERSITY BLVD E LOT 5,,,,OUT DA
6219,UNIVERSITY BLVD E,COTTONDALE,35453,UNIT,8,,,,,210402,000010FU5O,P 19 HIGHWAY 11 N,6219 UNIVERSITY BLVD E UNIT 8,,,,OUT DA
5205,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5V,F 5245.1 UNIVERSITY GARDENS DR,5205 UNIVERSITY GARDENS DR,,,,
5210,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5D,F 1919.1 CRIMSON WAY,5210 UNIVERSITY GARDENS DR,,,,
5215,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBP,F 5245.1 UNIVERSITY GARDENS DR,5215 UNIVERSITY GARDENS DR,,,,
5225,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5G,F 5245.1 UNIVERSITY GARDENS DR,5225 UNIVERSITY GARDENS DR,,,,
5230,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,0000ZKESL5,F 5230.1 UNIVERSITY GARDENS DR,5230 UNIVERSITY GARDENS DR,,,,
5235,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5I,F 5245.1 UNIVERSITY GARDENS DR,5235 UNIVERSITY GARDENS DR,,,,
5240,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRC0,F 5230.1 UNIVERSITY GARDENS DR,5240 UNIVERSITY GARDENS DR,,,,
5245,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDD,F 5245.1 UNIVERSITY GARDENS DR,5245 UNIVERSITY GARDENS DR,,,,
5255,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDK,F 5245.1 UNIVERSITY GARDENS DR,5255 UNIVERSITY GARDENS DR,,,,
5265,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBQ,F 5245.1 UNIVERSITY GARDENS DR,5265 UNIVERSITY GARDENS DR,,,,
5275,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDG,F 5245.1 UNIVERSITY GARDENS DR,5275 UNIVERSITY GARDENS DR,,,,
5280,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR9E,F 1903.1 TUSK AV,5280 UNIVERSITY GARDENS DR,,,,
5285,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBH,F 5245.1 UNIVERSITY GARDENS DR,5285 UNIVERSITY GARDENS DR,,,,
5300,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5C,F 5350.1 UNIVERSITY GARDENS DR,5300 UNIVERSITY GARDENS DR,,,,
5305,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRC2,F 5355.1 UNIVERSITY GARDENS DR,5305 UNIVERSITY GARDENS DR,,,,
5310,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5B,F 5350.1 UNIVERSITY GARDENS DR,5310 UNIVERSITY GARDENS DR,,,,
5315,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRC1,F 5355.1 UNIVERSITY GARDENS DR,5315 UNIVERSITY GARDENS DR,,,,
5320,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDB,F 5350.1 UNIVERSITY GARDENS DR,5320 UNIVERSITY GARDENS DR,,,,
5325,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDF,F 5355.1 UNIVERSITY GARDENS DR,5325 UNIVERSITY GARDENS DR,,,,
5330,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5F,F 5350.1 UNIVERSITY GARDENS DR,5330 UNIVERSITY GARDENS DR,,,,
5335,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,0000ZKRI2L,F 5355.1 UNIVERSITY GARDENS DR,5335 UNIVERSITY GARDENS DR,,,,
5340,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR9F,F 5350.1 UNIVERSITY GARDENS DR,5340 UNIVERSITY GARDENS DR,,,,
5345,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRC3,F 5355.1 UNIVERSITY GARDENS DR,5345 UNIVERSITY GARDENS DR,,,,
5350,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR97,F 5350.1 UNIVERSITY GARDENS DR,5350 UNIVERSITY GARDENS DR,,,,
5355,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR96,F 5355.1 UNIVERSITY GARDENS DR,5355 UNIVERSITY GARDENS DR,,,,
5360,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5A,F 5350.1 UNIVERSITY GARDENS DR,5360 UNIVERSITY GARDENS DR,,,,
5365,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDH,F 5355.1 UNIVERSITY GARDENS DR,5365 UNIVERSITY GARDENS DR,,,,
5370,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR94,F 5350.1 UNIVERSITY GARDENS DR,5370 UNIVERSITY GARDENS DR,,,,
5375,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBK,F 5355.1 UNIVERSITY GARDENS DR,5375 UNIVERSITY GARDENS DR,,,,
5380,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDC,F 5350.1 UNIVERSITY GARDENS DR,5380 UNIVERSITY GARDENS DR,,,,
5385,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBU,F 5355.1 UNIVERSITY GARDENS DR,5385 UNIVERSITY GARDENS DR,,,,
5390,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR9G,F 5350.1 UNIVERSITY GARDENS DR,5390 UNIVERSITY GARDENS DR,,,,
5405,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR9D,F 5355.1 UNIVERSITY GARDENS DR,5405 UNIVERSITY GARDENS DR,,,,
5410,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRD9,F 5440.1 UNIVERSITY GARDENS DR,5410 UNIVERSITY GARDENS DR,,,,
5415,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBT,F 5445.1 UNIVERSITY GARDENS DR,5415 UNIVERSITY GARDENS DR,,,,
5420,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBN,F 5440.1 UNIVERSITY GARDENS DR,5420 UNIVERSITY GARDENS DR,,,,
5425,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,0000ZG7YTG,F 5445.1 UNIVERSITY GARDENS DR,5425 UNIVERSITY GARDENS DR,,,,
5430,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBL,F 5440.1 UNIVERSITY GARDENS DR,5430 UNIVERSITY GARDENS DR,,,,
5435,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR98,F 5445.1 UNIVERSITY GARDENS DR,5435 UNIVERSITY GARDENS DR,,,,
5440,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5E,F 5440.1 UNIVERSITY GARDENS DR,5440 UNIVERSITY GARDENS DR,,,,
5445,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR93,F 5445.1 UNIVERSITY GARDENS DR,5445 UNIVERSITY GARDENS DR,,,,
5455,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR5U,F 5445.1 UNIVERSITY GARDENS DR,5455 UNIVERSITY GARDENS DR,,,,
5460,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDJ,F 5440.1 UNIVERSITY GARDENS DR,5460 UNIVERSITY GARDENS DR,,,,
5465,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR95,F 5445.1 UNIVERSITY GARDENS DR,5465 UNIVERSITY GARDENS DR,,,,
5475,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRDE,F 5445.1 UNIVERSITY GARDENS DR,5475 UNIVERSITY GARDENS DR,,,,
5480,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWRBJ,F 5440.1 UNIVERSITY GARDENS DR,5480 UNIVERSITY GARDENS DR,,,,
5485,UNIVERSITY GARDENS DR,COTTONDALE,35453,,,,,,,210402,00010EWR59,F 5445.1 UNIVERSITY GARDENS DR,5485 UNIVERSITY GARDENS DR,,,,
